Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
13149,India,Cassava,2006,321132,1083.0,37423.0,26.99
10547,India,Potatoes,1990,157136,1083.0,75000.0,26.88
21089,Nepal,Soybeans,2000,8492,1500.0,111.72,15.13
14014,India,Wheat,2010,28395,1083.0,40093.69,26.52
8393,Egypt,Sorghum,2013,53777,51.0,13653.0,21.44
20320,Mexico,Cassava,2012,122330,758.0,64512.22,21.52
2582,Brazil,"Rice, paddy",1990,18803,1761.0,49695.0,18.47
21714,Pakistan,Potatoes,1990,104002,494.0,5299.0,23.14
23223,Papua New Guinea,Potatoes,2000,46667,3142.0,105.0,25.4
27647,United Kingdom,Potatoes,2007,401926,1220.0,22331.7,10.83
6876,Colombia,Soybeans,2010,17152,3240.0,48618.46,22.68
5030,Burkina Faso,Maize,1999,16241,748.0,93.43,28.45
19888,Mexico,Potatoes,2005,259662,758.0,51741.99,21.42
4457,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,20.72
1523,Australia,Maize,2008,56912,534.0,42935.38,19.79
15127,Indonesia,Cassava,2007,166362,2702.0,1597.0,27.21
14758,Indonesia,Soybeans,1995,11371,2702.0,1597.0,26.74
12825,India,Maize,2004,19073,1083.0,35113.0,26.41
25708,Sri Lanka,Plantains and others,1993,136250,1712.0,1753.2,26.37
27272,Uganda,Sorghum,2004,14000,1180.0,88.0,24.02
16701,Japan,"Rice, paddy",2002,65823,1668.0,70262.54,16.0
9538,Guatemala,Maize,1997,14942,1996.0,11419.53,20.16
20737,Morocco,Maize,2010,12132,346.0,13697.0,18.83
2196,Bangladesh,Sorghum,1999,12346,2666.0,2532.0,26.31
11307,India,Sorghum,1994,7786,1083.0,61357.0,25.75
4271,Brazil,Sorghum,2008,24105,1761.0,312637.0,17.88
10408,Hungary,"Rice, paddy",1997,33286,589.0,4445.0,9.89
12894,India,Sorghum,2004,7161,1083.0,35113.0,25.32
13732,India,Potatoes,2009,188103,1083.0,28707.01,25.38
10252,Honduras,Sorghum,2000,9708,1976.0,4376.0,24.43
6222,Central African Republic,Maize,2004,9615,1342.0,22.87,25.67
14479,India,Sorghum,2013,8502,1083.0,45620.0,27.14
4615,Brazil,Yams,2011,96414,1761.0,345026.0,20.33
5115,Burkina Faso,Sweet potatoes,2010,102743,748.0,442.89,29.17
21720,Pakistan,"Rice, paddy",1990,23151,494.0,5299.0,24.81
836,Australia,Soybeans,1990,15718,534.0,17866.0,18.05
23204,Papua New Guinea,Sorghum,1997,30000,3142.0,105.0,24.86
22928,Pakistan,Sorghum,2010,6171,494.0,2968.44,28.0
213,Angola,Cassava,1990,41177,1010.0,64.0,24.12
25755,Sri Lanka,Maize,1999,10897,1712.0,1766.91,26.32
3654,Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96
18465,Malaysia,Sweet potatoes,2002,108800,2875.0,39406.48,27.57
16808,Japan,Yams,2005,233257,1668.0,63829.77,12.99
26749,Turkey,Wheat,1998,22564,593.0,30162.0,18.08
4703,Brazil,Wheat,2012,23100,1761.0,346583.0,21.02
22419,Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,26.5
21782,Pakistan,Potatoes,1991,104452,494.0,5962.0,22.48
20597,Morocco,Maize,1999,4120,346.0,13028.29,17.68
4392,Brazil,Sweet potatoes,2009,113035,1761.0,335742.0,18.38
26123,Switzerland,Potatoes,2001,375698,1537.0,1561.9,7.82
19253,Mexico,Potatoes,1994,190845,758.0,34468.93,16.45
19311,Mexico,Potatoes,1995,199803,758.0,34468.93,16.68
7569,Ecuador,Maize,1994,11208,2274.0,2670.0,21.46
2019,Bahamas,Cassava,2004,103333,1292.0,269.66,25.46
5695,Canada,Wheat,1994,21275,537.0,29206.0,4.06
13861,India,Cassava,2010,347555,1083.0,40093.69,26.54
1383,Australia,Soybeans,2004,22136,534.0,36276.0,17.87
25526,Spain,Soybeans,2006,24111,636.0,39767.0,17.81
17245,Kazakhstan,Maize,2000,33350,250.0,3024.42,7.26
27369,Ukraine,Maize,1994,23614,565.0,56914.93,7.98
18890,Mauritius,Maize,1993,42430,2041.0,587.29,23.91
15958,Italy,Sorghum,2009,61003,832.0,74172.0,8.11
8180,Egypt,Potatoes,1997,218355,51.0,4607.0,21.45
27579,United Kingdom,Wheat,1999,80495,1220.0,35537.0,10.3
14711,Indonesia,Potatoes,1994,156474,2702.0,1597.0,27.18
24877,South Africa,Sorghum,2001,23429,495.0,26857.0,18.92
17200,Kazakhstan,Potatoes,1996,88347,250.0,13047.0,1.61
24894,South Africa,Maize,2002,28516,495.0,26857.0,15.88
27311,Uganda,Wheat,2008,17273,1180.0,88.0,23.68
12274,India,Cassava,2000,269087,1083.0,44957.52,24.57
24233,Saudi Arabia,Sorghum,2000,13384,59.0,3024.11,26.62
14603,Indonesia,Potatoes,1991,132721,2702.0,3259.0,27.21
18375,Malawi,Plantains and others,2009,96524,1181.0,736.25,20.68
4013,Brazil,Wheat,2005,19735,1761.0,232232.0,26.27
19743,Mexico,Cassava,2002,150988,758.0,16189.88,16.37
5405,Cameroon,Sweet potatoes,1995,61264,1604.0,48.35,25.21
892,Australia,Maize,1992,51721,534.0,22234.0,15.78
12771,India,Wheat,2002,27621,1083.0,42482.56,24.91
4867,Bulgaria,Maize,1998,27318,608.0,3133.5,9.16
27116,Turkey,Wheat,2012,26723,593.0,42610.59,11.45
2685,Brazil,Sorghum,1991,14834,1761.0,58349.44,21.43
17298,Kazakhstan,"Rice, paddy",2005,33518,250.0,3666.62,4.0
9053,Germany,Wheat,2004,81716,700.0,34930.37,9.82
3330,Brazil,Yams,1997,91773,1761.0,110276.11,19.12
27523,United Kingdom,Potatoes,1994,399956,1220.0,33929.0,9.01
2810,Brazil,Sweet potatoes,1992,104452,1761.0,67003.89,27.58
15726,Italy,Wheat,1991,35094,832.0,88916.6,7.28
15948,Italy,Sweet potatoes,2008,200936,832.0,79643.0,7.91
23311,Papua New Guinea,Yams,2013,175000,3142.0,105.0,25.44
25864,Sri Lanka,Soybeans,2013,16955,1712.0,1235.31,27.03
2187,Bangladesh,Sweet potatoes,1998,95325,2666.0,2068.0,26.13
9017,Germany,Soybeans,2000,20000,700.0,35273.17,10.96
27667,United Kingdom,Potatoes,2009,444167,1220.0,21324.22,10.52
22817,Pakistan,Soybeans,2008,5918,494.0,4946.79,23.21
17735,Lebanon,Sorghum,2006,17917,661.0,1816.0,19.59
10838,India,Wheat,1991,22814,1083.0,72133.0,25.74
15184,Indonesia,"Rice, paddy",2008,48948,2702.0,1597.0,26.65
18437,Malaysia,Sweet potatoes,1995,110000,2875.0,39406.48,27.05
17947,Libya,Maize,2006,22246,56.0,4847.0,19.48
10498,Hungary,"Rice, paddy",2013,32727,589.0,7744.5,12.44
25355,Spain,Sorghum,1997,47633,636.0,34023.0,17.66
1159,Australia,"Rice, paddy",1998,94256,534.0,37215.0,13.61
8709,Finland,Potatoes,1991,185663,536.0,1738.0,5.62
10853,India,Wheat,1991,22814,1083.0,72133.0,25.74
24017,Rwanda,"Rice, paddy",1998,19148,1212.0,157.0,19.79
27803,Uruguay,Wheat,2002,15011,1300.0,5184.5,17.06
21385,Nicaragua,Plantains and others,1999,100000,2280.0,4097.16,26.82
3523,Brazil,Yams,1999,92000,1761.0,127585.0,17.66
1318,Australia,Potatoes,2002,351358,534.0,26651.0,16.63
3856,Brazil,Potatoes,2004,213525,1761.0,214725.0,20.05
19917,Mexico,Soybeans,2005,19450,758.0,51741.99,16.93
2551,Brazil,Cassava,1990,125529,1761.0,49695.0,24.64
1984,Azerbaijan,Soybeans,2013,6457,447.0,489.8,14.12
16529,Japan,Potatoes,1998,307608,1668.0,79821.18,16.45
14679,Indonesia,"Rice, paddy",1993,43750,2702.0,1597.0,27.21
5558,Cameroon,Cassava,2012,115388,1604.0,1372.47,25.18
27754,Uruguay,Wheat,1995,23359,1300.0,2413.02,16.66
11481,India,Sorghum,1995,8235,1083.0,61257.0,25.55
9115,Germany,Maize,2010,90261,700.0,40832.42,4.85
20697,Morocco,Potatoes,2007,247975,346.0,13697.0,17.93
14469,India,Sorghum,2013,8502,1083.0,45620.0,27.37
21399,Nicaragua,Cassava,2001,123077,2280.0,3603.5,26.78
8919,Germany,Potatoes,1992,301928,700.0,29542.0,9.84
27224,Uganda,Plantains and others,1998,60000,1180.0,88.0,23.97
2690,Brazil,Sorghum,1991,14834,1761.0,58349.44,20.13
14385,India,Cassava,2013,349594,1083.0,45620.0,26.12
3608,Brazil,Sweet potatoes,2000,110351,1761.0,140423.0,25.35
20751,Morocco,Maize,2011,11533,346.0,13697.0,18.53
13893,India,Potatoes,2010,199299,1083.0,40093.69,24.98
28188,Zimbabwe,Potatoes,2007,164490,657.0,3199.63,20.75
12143,India,Potatoes,1999,175712,1083.0,46195.0,26.06
899,Australia,Potatoes,1992,289220,534.0,22234.0,19.79
13126,India,Wheat,2005,26016,1083.0,35342.0,25.72
16316,Japan,Potatoes,1993,304856,1668.0,79821.18,12.49
4255,Brazil,Potatoes,2008,253729,1761.0,312637.0,25.96
20887,Mozambique,"Rice, paddy",2004,9604,1032.0,572.99,21.89
20640,Morocco,Maize,2002,7494,346.0,14249.71,18.19
15587,Iraq,"Rice, paddy",2008,29281,216.0,1245.94,20.46
22139,Pakistan,Wheat,1996,20184,494.0,11955.0,24.43
10997,India,Sweet potatoes,1992,82835,1083.0,70791.0,25.27
13421,India,Sorghum,2007,8443,1083.0,27422.77,25.59
15758,Italy,Potatoes,1994,233775,832.0,81217.6,8.39
13331,India,Cassava,2007,322204,1083.0,27422.77,26.39
10883,India,Maize,1992,16758,1083.0,70791.0,26.41
13512,India,Cassava,2008,335407,1083.0,14485.33,24.51
10246,Honduras,Wheat,1999,4750,1976.0,2387.0,24.41
8360,Egypt,Maize,2011,77409,51.0,12945.0,21.99
23499,Peru,Sweet potatoes,2011,180910,1738.0,15436.91,17.03
22202,Pakistan,Wheat,1997,20533,494.0,16936.0,23.76
15999,Italy,"Rice, paddy",2012,68133,832.0,61889.0,13.45
19307,Mexico,Maize,1995,22883,758.0,34468.93,22.79
23809,Romania,Wheat,1990,32351,637.0,25255.0,12.26
19499,Mexico,Maize,1998,23429,758.0,34468.93,23.61
6902,Colombia,Maize,2012,29052,3240.0,48727.73,22.58
20770,Morocco,"Rice, paddy",2012,76015,346.0,13697.0,18.2
15670,Ireland,Potatoes,1998,260541,1118.0,2257.0,9.71
12681,India,"Rice, paddy",2002,26163,1083.0,42482.56,27.72
19895,Mexico,"Rice, paddy",2005,50653,758.0,51741.99,16.7
20557,Morocco,Potatoes,1996,190473,346.0,11806.86,17.75
22744,Pakistan,Sorghum,2007,6045,494.0,5935.96,19.5
3756,Brazil,Potatoes,2002,194038,1761.0,145552.0,27.85
8715,Finland,Potatoes,1994,198795,536.0,1247.0,4.66
3506,Brazil,Sweet potatoes,1999,109463,1761.0,127585.0,18.39
13842,India,Wheat,2009,29071,1083.0,28707.01,25.38
4554,Brazil,Potatoes,2011,262528,1761.0,345026.0,25.28
11563,India,Cassava,1996,238528,1083.0,56114.0,25.9
27789,Uruguay,Wheat,2000,25344,1300.0,3650.08,16.95
11542,India,Wheat,1995,25590,1083.0,61257.0,25.92
9672,Guatemala,Cassava,2013,12450,1996.0,20489.4,20.37
22158,Pakistan,Potatoes,1997,112295,494.0,16936.0,25.16
27569,United Kingdom,Wheat,1998,75542,1220.0,35422.0,10.0
14968,Indonesia,"Rice, paddy",2001,43879,2702.0,1597.0,26.81
20360,Mexico,Soybeans,2012,17389,758.0,64512.22,21.52
16759,Japan,Wheat,2004,40466,1668.0,64688.88,16.56
23668,Portugal,Yams,2001,145819,854.0,15503.0,16.2
21752,Pakistan,Sweet potatoes,1990,92141,494.0,5299.0,24.81
19111,Mexico,Maize,1992,23450,758.0,34468.93,15.71
11634,India,"Rice, paddy",1996,28226,1083.0,56114.0,25.79
24986,South Africa,"Rice, paddy",2006,24755,495.0,26857.0,15.26
24850,South Africa,Sorghum,2000,33246,495.0,26857.0,15.13
4198,Brazil,Sweet potatoes,2007,120680,1761.0,304031.0,27.32
12387,India,Soybeans,2000,8222,1083.0,44957.52,25.58
4767,Brazil,Sorghum,2013,26817,1761.0,367778.0,17.57
19288,Mexico,Wheat,1994,43034,758.0,34468.93,21.46
22386,Pakistan,Wheat,2000,24907,494.0,27885.0,25.32
21606,Niger,Wheat,2006,14992,151.0,21.12,29.78
9900,Guyana,Plantains and others,2000,46584,2387.0,289.9,27.05
2117,Bangladesh,Wheat,1992,18534,2666.0,1453.0,25.86
20879,Mozambique,Potatoes,2002,128843,1032.0,17.4,21.96
11959,India,Potatoes,1998,146020,1083.0,49157.0,26.12
167,Algeria,Wheat,2004,13582,89.0,3747.86,17.38
9220,Ghana,Plantains and others,1999,81007,1187.0,114.13,26.74
15355,Indonesia,Potatoes,2013,160184,2702.0,1597.0,27.37
1455,Australia,"Rice, paddy",2006,98176,534.0,35900.0,17.75
12924,India,Sweet potatoes,2004,88588,1083.0,35113.0,26.25
5290,Burundi,Soybeans,2007,7750,1274.0,412.66,21.28
24822,South Africa,Sorghum,1999,22602,495.0,26098.8,16.09
2924,Brazil,Wheat,1993,14825,1761.0,75658.33,26.06
13460,India,Sweet potatoes,2007,86976,1083.0,27422.77,26.27
9532,Guatemala,"Rice, paddy",1996,18086,1996.0,12004.33,19.48
8586,Eritrea,Potatoes,1993,82000,383.0,4.44,24.09
27575,United Kingdom,Potatoes,1999,401515,1220.0,35537.0,10.3
22752,Pakistan,Soybeans,2007,5818,494.0,5935.96,26.53
10271,Honduras,Soybeans,2002,19516,1976.0,1772.3,24.61
26681,Turkey,Potatoes,1996,235756,593.0,30286.0,11.29
21805,Pakistan,Soybeans,1991,4992,494.0,5962.0,26.34
21818,Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,22.48
9559,Guatemala,"Rice, paddy",1999,32924,1996.0,10249.94,19.44
14472,India,Sorghum,2013,8502,1083.0,45620.0,26.84
18886,Mauritius,Potatoes,1992,192134,2041.0,687.86,23.81
5511,Cameroon,Potatoes,2007,26587,1604.0,918.88,25.49
11880,India,Sweet potatoes,1997,84850,1083.0,52279.0,24.71
24879,South Africa,Soybeans,2001,16862,495.0,26857.0,21.25
5757,Canada,Potatoes,1997,111195,537.0,38258.2,8.23
4315,Brazil,Yams,2008,93753,1761.0,312637.0,17.88
21760,Pakistan,Wheat,1990,18249,494.0,5299.0,26.39
24561,South Africa,Potatoes,1990,200263,495.0,16582.0,18.91
19086,Mexico,Soybeans,1991,21218,758.0,34468.93,21.2
2571,Brazil,Potatoes,1990,141084,1761.0,49695.0,18.47
13550,India,Potatoes,2008,192973,1083.0,14485.33,24.25
3617,Brazil,Wheat,2000,15156,1761.0,140423.0,25.71
3412,Brazil,Wheat,1998,16111,1761.0,118930.56,20.71
22586,Pakistan,Maize,2005,29843,494.0,7914.31,27.21
8613,Eritrea,Maize,2000,2358,383.0,24.96,24.76
18451,Malaysia,Maize,1999,21111,2875.0,39406.48,26.95
12388,India,Soybeans,2000,8222,1083.0,44957.52,25.11
23549,Poland,Maize,2000,60637,600.0,8848.0,9.56
22666,Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,23.28
468,Argentina,Soybeans,1995,20446,591.0,37842.0,17.62
6716,Colombia,Wheat,2000,15992,3240.0,75843.0,22.01
11680,India,Soybeans,1996,10319,1083.0,56114.0,23.81
9281,Ghana,Cassava,2009,138074,1187.0,378.97,27.14
19539,Mexico,Sweet potatoes,1998,187500,758.0,34468.93,23.61
21272,New Zealand,Maize,2004,115496,1732.0,4050.0,12.76
20271,Mexico,Potatoes,2011,262734,758.0,65961.1,16.64
23304,Papua New Guinea,Yams,2012,172500,3142.0,105.0,25.14
10859,India,Cassava,1992,232463,1083.0,70791.0,25.91
10941,India,"Rice, paddy",1992,26092,1083.0,70791.0,25.89
25472,Spain,Maize,2004,100691,636.0,47445.0,17.12
26008,Suriname,Cassava,2010,252560,2331.0,1286.65,27.7
17668,Latvia,Wheat,2011,30613,641.0,1070.5,7.25
3501,Brazil,Sweet potatoes,1999,109463,1761.0,127585.0,17.66
7289,Dominican Republic,Potatoes,2002,166370,1410.0,4018.07,27.05
14460,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.44
8708,Finland,Wheat,1990,34847,536.0,2001.0,6.07
14256,India,Potatoes,2012,217530,1083.0,52980.0,25.89
8898,Germany,Soybeans,1990,19792,700.0,31289.0,10.08
28231,Zimbabwe,Soybeans,2012,15300,657.0,3375.53,20.52
19366,Mexico,Cassava,1996,77192,758.0,34468.93,21.08
12041,India,Soybeans,1998,11001,1083.0,49157.0,26.12
26120,Switzerland,Soybeans,2000,39391,1537.0,1576.9,8.54
21349,Nicaragua,Soybeans,1994,22133,2280.0,799.0,27.26
10499,Hungary,Sorghum,2013,27111,589.0,7744.5,12.44
6467,Chile,Sweet potatoes,2008,78022,1522.0,9830.72,13.69
1327,Australia,"Rice, paddy",2002,82580,534.0,26651.0,14.08
4075,Brazil,Sorghum,2006,22223,1761.0,238716.0,27.76
25345,Spain,Wheat,1996,30016,636.0,33236.0,17.01
24164,Saudi Arabia,Wheat,1991,45030,59.0,994.0,25.43
5634,Canada,Potatoes,1992,118173,537.0,29387.0,4.41
21733,Pakistan,Sorghum,1990,5736,494.0,5299.0,26.39
22235,Pakistan,Sorghum,1998,5952,494.0,18406.0,27.89
8839,France,"Rice, paddy",2005,57314,867.0,78265.0,11.55
25873,Sudan,Sorghum,2012,5481,1712.0,2469.47,29.96
18854,Mauritania,Potatoes,2011,55446,92.0,13.35,27.87
27440,Ukraine,Wheat,2006,25308,565.0,28832.6,7.88
1544,Australia,Sorghum,2008,40252,534.0,42935.38,18.78
22432,Pakistan,Soybeans,2001,11134,494.0,11871.0,23.62
25172,South Africa,Maize,2013,42466,495.0,26857.0,14.98
24901,South Africa,"Rice, paddy",2002,23517,495.0,26857.0,19.28
3251,Brazil,Maize,1997,26228,1761.0,110276.11,20.77
20280,Mexico,"Rice, paddy",2011,50962,758.0,65961.1,21.55
9856,Guyana,Cassava,1991,121538,2387.0,289.9,26.95
9745,Guinea,Maize,1999,13761,1651.0,205.71,27.12
19839,Mexico,Sorghum,2004,38223,758.0,26433.14,16.2
23525,Poland,Maize,1992,36699,600.0,7363.0,8.65
24199,Saudi Arabia,Potatoes,1996,196701,59.0,994.0,26.37
9357,Greece,Wheat,1995,26341,652.0,6663.0,17.82
851,Australia,Maize,1991,39938,534.0,17866.0,20.29
21173,Netherlands,Potatoes,1997,443191,778.0,10568.0,10.03
9058,Germany,Maize,2005,92139,700.0,36386.27,5.01
27454,Ukraine,Potatoes,2009,139298,565.0,36444.7,8.82
11386,India,Cassava,1995,252775,1083.0,61257.0,25.44
7082,Denmark,Potatoes,2006,352642,703.0,3212.0,9.74
1470,Australia,Sweet potatoes,2006,278748,534.0,35900.0,12.51
10750,India,"Rice, paddy",1991,26271,1083.0,72133.0,25.74
14288,India,Sorghum,2012,9568,1083.0,52980.0,26.21
24476,Slovenia,Potatoes,1993,125740,1162.0,1112.0,10.19
10852,India,Wheat,1991,22814,1083.0,72133.0,26.7
15473,Iraq,Wheat,1997,7566,216.0,848.0,19.23
14075,India,Potatoes,2011,227240,1083.0,55540.0,25.45
20688,Morocco,Sorghum,2006,7841,346.0,13697.0,18.51
16580,Japan,Soybeans,1999,17301,1668.0,79821.18,13.78
7147,Dominican Republic,"Rice, paddy",1993,50096,1410.0,4971.0,26.38
2356,Bangladesh,Soybeans,2012,15814,2666.0,13289.18,26.28
11460,India,"Rice, paddy",1995,26972,1083.0,61257.0,24.04
14298,India,Sorghum,2012,9568,1083.0,52980.0,24.37
7585,Ecuador,Soybeans,1994,21520,2274.0,2670.0,17.4
21419,Nicaragua,"Rice, paddy",2004,35103,2280.0,4581.73,27.22
20233,Mexico,Soybeans,2010,10925,758.0,63402.29,25.04
4450,Brazil,Potatoes,2010,258859,1761.0,342580.0,20.72
6839,Colombia,Soybeans,2008,21574,3240.0,48538.97,27.16
9874,Guyana,Plantains and others,1995,34194,2387.0,289.9,27.57
28080,Zimbabwe,Sweet potatoes,1992,20000,657.0,3303.0,21.93
22516,Pakistan,Wheat,2002,22621,494.0,10881.83,27.2
22903,Pakistan,Maize,2010,38052,494.0,2968.44,27.45
3044,Brazil,Cassava,1995,130631,1761.0,92967.22,18.89
11733,India,Wheat,1996,24828,1083.0,56114.0,25.99
6950,Croatia,Maize,1995,49027,1113.0,3418.0,10.14
835,Australia,Soybeans,1990,15718,534.0,17866.0,14.16
26481,Tunisia,Sorghum,1998,4217,207.0,868.44,19.19
327,Angola,Sweet potatoes,2007,58855,1010.0,40.0,24.24
2011,Bahamas,Maize,2000,24762,1292.0,484.59,25.16
20456,Montenegro,Maize,2009,38009,241.0,0.55,11.46
18179,Madagascar,Maize,2006,15891,1513.0,109.39,20.09
2220,Bangladesh,Sorghum,2001,12346,2666.0,3295.78,25.93
1257,Australia,Soybeans,2000,18714,534.0,33475.0,17.57
12020,India,Soybeans,1998,11001,1083.0,49157.0,25.91
11575,India,Cassava,1996,238528,1083.0,56114.0,26.64
15036,Indonesia,"Rice, paddy",2004,45365,2702.0,1597.0,25.67
20245,Mexico,Sweet potatoes,2010,206653,758.0,63402.29,16.19
7138,Dominican Republic,Cassava,1993,60006,1410.0,4971.0,26.41
26395,Thailand,Potatoes,2005,151076,1622.0,43831.0,27.92
25030,South Africa,Wheat,2007,30142,495.0,26857.0,15.9
4485,Brazil,Soybeans,2010,29475,1761.0,342580.0,19.01
17939,Libya,Wheat,2004,7841,56.0,7306.63,19.76
13799,India,Soybeans,2009,10236,1083.0,28707.01,27.82
10081,Haiti,Maize,2004,7615,1440.0,27.85,27.37
8848,France,Wheat,2006,67414,867.0,71612.0,11.79
2595,Brazil,Sorghum,1990,17150,1761.0,49695.0,24.64
17336,Kazakhstan,Sorghum,2008,3871,250.0,7044.9,4.19
19357,Mexico,Wheat,1995,37320,758.0,34468.93,16.85
9059,Germany,Potatoes,2005,419798,700.0,36386.27,9.92
1091,Australia,Sweet potatoes,1996,172474,534.0,31185.0,20.06
17672,Latvia,Wheat,2013,38857,641.0,1250.0,7.25
8750,Finland,Wheat,2012,39028,536.0,1545.25,5.12
3948,Brazil,Maize,2005,30403,1761.0,232232.0,24.79
5027,Burkina Faso,Sweet potatoes,1998,56110,748.0,111.41,28.95
6536,Colombia,Wheat,1990,18483,3240.0,18058.29,22.4
2358,Bangladesh,Sweet potatoes,2012,102939,2666.0,13289.18,26.28
19465,Mexico,Soybeans,1997,15057,758.0,34468.93,25.21
25907,Suriname,Maize,1992,18706,2331.0,197.5,27.04
11040,India,Cassava,1993,230430,1083.0,66388.0,26.32
5456,Cameroon,Wheat,2000,13309,1604.0,545.0,24.88
25898,Suriname,Soybeans,1990,5323,2331.0,217.0,26.87
1809,Austria,Wheat,1998,50749,1110.0,3340.3,9.01
25010,South Africa,Potatoes,2007,330590,495.0,26857.0,15.9
22655,Pakistan,Maize,2006,30368,494.0,6925.13,23.28
19056,Mexico,Potatoes,1991,162351,758.0,34468.93,21.2
27059,Turkey,Wheat,2010,24400,593.0,38554.69,19.27
22514,Pakistan,Wheat,2002,22621,494.0,10881.83,27.88
10606,India,Sorghum,1990,8136,1083.0,75000.0,24.78
17691,Lebanon,Sorghum,1994,15068,661.0,1221.0,19.93
7074,Denmark,Potatoes,2001,403828,703.0,3311.0,8.78
7482,Ecuador,Wheat,1990,7967,2274.0,2537.0,21.82
79,Albania,Maize,2009,55693,1485.0,1132.5,16.73
26165,Switzerland,Wheat,2012,57763,1537.0,2077.9,7.96
26922,Turkey,"Rice, paddy",2006,70273,593.0,27421.0,11.96
10494,Hungary,Soybeans,2012,16556,589.0,8141.17,11.31
22279,Pakistan,Potatoes,1999,165413,494.0,20450.0,23.8
18246,Malawi,"Rice, paddy",1990,14903,1181.0,173.19,20.86
10270,Honduras,Sorghum,2002,11508,1976.0,1772.3,24.61
3392,Brazil,Soybeans,1998,23533,1761.0,118930.56,18.2
24405,Senegal,Cassava,2002,49963,686.0,328.0,25.4
3668,Brazil,"Rice, paddy",2001,32405,1761.0,151523.0,27.69
21744,Pakistan,Soybeans,1990,5679,494.0,5299.0,26.23
21338,Nicaragua,Potatoes,1993,150000,2280.0,977.0,27.05
11964,India,Potatoes,1998,146020,1083.0,49157.0,26.27
14912,Indonesia,Cassava,2000,125305,2702.0,1597.0,27.1
640,Argentina,"Rice, paddy",2007,65604,591.0,81582.64,17.14
18007,Lithuania,Maize,1996,14201,656.0,979.0,5.09
17013,Japan,Wheat,2010,27612,1668.0,55576.0,16.01
18951,Mauritius,Maize,2009,80000,2041.0,749.41,24.58
1740,Australia,Potatoes,2013,385434,534.0,45177.18,12.19
9928,Guyana,Cassava,2006,110214,2387.0,343.12,27.49
19287,Mexico,Wheat,1994,43034,758.0,34468.93,16.42
9706,Guinea,Sorghum,1993,14390,1651.0,21.0,27.25
13202,India,Potatoes,2006,185920,1083.0,37423.0,25.31
5210,Burundi,Sweet potatoes,1997,61879,1274.0,117.56,21.51
1026,Australia,Potatoes,1995,298183,534.0,25598.0,11.39
1893,Azerbaijan,Wheat,1995,14940,447.0,148.68,12.81
25565,Spain,Sorghum,2008,32797,636.0,40719.0,16.92
7828,Ecuador,Soybeans,2004,16610,2274.0,29799.84,17.73
17226,Kazakhstan,"Rice, paddy",1998,32162,250.0,6416.14,3.25
1272,Australia,Maize,2001,46471,534.0,32710.0,12.29
11750,India,Cassava,1997,221117,1083.0,52279.0,25.21
1463,Australia,Soybeans,2006,20993,534.0,35900.0,20.17
2994,Brazil,Soybeans,1994,21632,1761.0,84312.78,20.77
26556,Turkey,Potatoes,1991,230653,593.0,24343.0,10.37
24033,Rwanda,Maize,2000,7018,1212.0,147.0,19.59
14971,Indonesia,Soybeans,2001,12181,2702.0,1597.0,27.13
9494,Guatemala,Maize,1992,18831,1996.0,12004.33,19.89
21710,Pakistan,Maize,1990,14014,494.0,5299.0,23.14
14503,India,Soybeans,2013,10123,1083.0,45620.0,27.44
6125,Canada,Wheat,2013,35943,537.0,81659.8,10.11
10166,Honduras,Sweet potatoes,1990,64286,1976.0,9880.07,24.53
14521,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.79
2286,Bangladesh,Soybeans,2007,14717,2666.0,10962.31,25.95
4466,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,25.78
9916,Guyana,Cassava,2004,109834,2387.0,289.9,27.45
19434,Mexico,Maize,1997,23840,758.0,34468.93,20.35
8982,Germany,Soybeans,1997,20000,700.0,30414.0,9.27
24489,Slovenia,Soybeans,1996,27500,1162.0,953.0,9.24
21651,Niger,Potatoes,2013,256815,151.0,21.37,30.42
72,Albania,Potatoes,2007,188902,1485.0,1006.57,16.67
5383,Cameroon,Sorghum,1993,7647,1604.0,774.49,24.9
7178,Dominican Republic,"Rice, paddy",1995,47722,1410.0,3449.0,26.82
24558,South Africa,Maize,1990,22051,495.0,16582.0,15.56
22692,Pakistan,Sweet potatoes,2006,118514,494.0,6925.13,25.17
